"CYFZ"	"FY2H"	"FLWA"	"453W"	"684C"	"CZJE"	"925L"	"9JD4"	"G4YW"	"4DUY"	"36TS"	"CR3L"
"TNFRSF18"	4.49091120190085	7.18569113868162	8.29064447007265	8.47463329494282	3.78567956343078	9.03522229556716	5.20649489691833	9.26013112834246	8.74979550561804	10.4773051831202	4.08540063533154	5.78945085317958
"TNFRSF4"	3.80897420269535	7.04598223727843	7.84454220540187	10.6126728612555	10.4376682829006	3.65351565943739	3.05187764589255	11.22815417443	5.93170214708135	5.19002334585174	3.12579108799563	5.25211022383191
"SDF4"	18.5173579028378	34.7460946077233	70.6362674933467	45.6305277382829	26.4745884270137	21.8032543297351	44.8508955351994	60.1488475825368	66.6396261325931	44.096239881633	23.4286359951864	56.1398818942296
"B3GALT6"	0.76429621174352	1.33495480707179	1.93918827021236	1.5188857522327	1.01471561477453	1.19630215624207	0.109389355728856	1.90807198336799	2.81617128552978	1.19151858603411	1.07066394518556	1.37211956063032
"UBE2J2"	58.5189937347474	50.7318713814407	59.8639592031193	58.2753005248474	67.6619233761515	63.3862877710027	58.1089841410268	58.4992304264979	58.588496794216	53.9487638703223	35.7963332008509	55.8541513850337
"SCNN1D"	1.50605497407112	0.0318011449521947	1.7753752370918	1.75336204724528	0.974044869489496	1.12032035628467	0.550875301387327	1.35436630667068	1.48275418254076	2.11644403025957	1.29863745584134	3.02294418194536
"ACAP3"	3.72443294327125	3.68673564566137	8.11666069820328	4.62400158741039	2.70691441753822	0.948487470253552	6.40266300632903	8.90128353674804	10.1793596121896	6.44945896053308	2.81338320185809	8.07199641195534
"PUSL1"	8.93480732940962	10.5245681396007	8.83094724987045	7.9168257487703	7.13348864083218	8.24507441834004	8.16190352564555	19.3493002820241	12.2584728100442	10.8899412618987	12.107488087476	10.0424257555576
"INTS11"	90.872000984987	80.5216210921433	85.8253028777275	117.174357337094	86.3287783403996	89.6862640391693	83.5347034114069	87.278229923482	80.552303854252	95.2443250794625	79.0900069854902	90.5022260927659
"CPTP"	2.3171638846482	1.55153435713693	5.49131251469743	3.34996408694306	3.23626435711564	3.74431561647249	2.8896843066168	7.43652466612575	3.91339382644713	2.63907913915769	2.08642134750524	3.32127850361558
"TAS1R3"	0.405209675664038	0.363259448368286	0.57841898614128	0.140467364065065	0.111298642220422	0.195230050979879	0.667000619301254	1.41639648317091	2.26603511142131	0.631473803138157	0	0
"DVL1"	0.5002813544744	0.746126204786161	2.10281894620491	1.10338723463379	0.534642239501661	0.881200804731974	1.04789604768247	2.79419973891527	1.39099135635795	1.23635232423027	0.794301962880364	1.16703918687544
"MXRA8"	0.728266140880164	0.268474531690088	2.69216628574536	1.47337643205732	6.70587481712647	1.40597526166144	1.10620036323318	4.88463024711619	2.49091132458141	0.949078995782299	0.796097314838993	1.25857911200564
"AURKAIP1"	39.8744228694703	26.8881161245934	34.5701080551644	31.8380229068886	38.7326814827128	33.0565641955204	35.2136056334501	29.3054940169905	39.0301360482824	31.6130135199038	28.3577204676901	41.5780146535419
"CCNL2"	127.27097672917	144.989692331429	169.82180803438	200.318451510363	161.886380553332	82.16305105458	154.838773476633	157.559644794547	152.473846806892	155.605771633016	81.3063641565626	229.060485207286
"RP4-758J18.2"	21.98612404502	14.7748968096721	22.5552499348975	25.2974708137133	30.5766029399504	29.1202999568513	35.0625477978274	31.6907383814384	33.2709284002036	39.108365472327	18.5790156112327	20.9485532599714
"MRPL20"	51.9639736551724	45.5957575474369	68.3928987284767	36.3883769665125	54.9797798454126	37.168541212577	50.324709698294	44.3489957981331	55.5081672574559	38.9050376654042	38.2103193068268	39.1084303839396
"RP4-758J18.13"	6.16792696689642	5.90515462825035	6.665586130709	5.72186071662889	5.28229272979868	5.5014652233124	6.94699829414082	4.75832536159101	5.99339498687739	7.68641737461444	4.63993231421767	7.04362746429665
"ANKRD65"	0.289333707015287	0.275910218557673	0.0669065840743021	0.457148413912974	0.159112053644762	0	0.215578033631811	0	0.0624964650132155	0.258260393988409	0	0.189790769779664
"ATAD3C"	0.589383069950573	0.637603352177577	1.71106846811486	1.39151932592607	1.10592962589754	2.29991604658691	1.59981060213583	0.615062346958254	1.66587583759373	1.82287444040604	1.00763799039471	1.21023380248321
"ATAD3B"	6.99419319768309	1.83324734979069	8.16687562155294	4.51434818981503	5.57245065049729	7.76574376482603	11.9144127093361	9.12985472613981	5.85509539638415	9.04461320156349	7.412900329023	7.1169382896911
"ATAD3A"	4.15417573530221	4.66997474954674	6.17820200101253	5.2823388288397	3.56382247226395	2.02177785331588	7.78979019525569	6.69899555467157	3.74448335472989	4.21301749669713	5.98235895631518	3.73737181311441
"SSU72"	51.4160546004877	77.0256797143227	86.3374923311779	81.5145407057485	61.1469537085145	72.2636289369024	91.7516829502976	101.811339337698	118.144506804356	95.8554532216628	59.6842962755825	87.8407810818713
"RP5-832C2.5"	1.48612668746282	4.38417446836521	3.11805534665015	2.57180663833199	3.4678259714759	1.61046522200194	2.86052406472294	1.09840879606453	1.80736389993011	1.78359181452318	1.88404779361798	2.73268715650851
"RP11-345P4.9"	2.28068184565937	0.248828017632253	4.15276301051257	3.04802650616387	1.30348876855512	1.33241831168114	0.44138926416777	1.40229460929706	4.10347885576002	2.62071830083047	1.7835429190036	1.46372159649361
"MIB2"	4.25575373335756	4.20609113021845	10.5071933209445	6.7033995278787	5.09221823487438	6.61573604700545	4.61184810651587	7.41386218259784	11.4038264580069	6.13855459471212	6.54807460774834	5.19078629318617
"CDK11B"	6.69365100128413	5.12651768130155	7.550630605395	7.9905444591825	6.04899562936752	15.4952343409271	11.0547254156386	13.8448982099145	16.7792677418304	14.2642113174572	13.5890638060826	11.9660506994475
"SLC35E2B"	36.1574120301965	21.037826614532	34.598176142943	32.2023658670457	32.7803982891307	22.2586064986414	33.8766612683088	26.7839769449164	25.4460549493088	27.3162504222594	17.9374672753942	21.6861921443715
"RP11-345P4.6"	3.1781320569874	1.35672734949569	0	0.276402266494072	4.85967462782622	1.56909343006989	3.32650074382575	0.819270471577715	0.870453012961429	5.56809995345502	0.411237175881164	3.20923314410357
"CDK11A"	29.1408513700505	22.3346492178621	50.6663510059881	45.2459312869349	31.2459976035046	37.2631325890265	39.3280559149411	25.4494971277832	38.4968906785653	29.4649835112287	25.9659367155204	41.4609740373819
"RP1-283E3.8"	3.12188911061831	2.55979052197202	3.21141984874373	3.9686560235559	3.18228963941025	2.94791542080264	4.73891749777366	3.12171024858408	2.06306988299995	3.00407674989369	1.95426731706015	3.19790137023088
"RP1-283E3.4"	5.36320549836524	5.74364779413018	1.38807554399829	1.21665298388547	3.04421567534802	3.0959788445707	7.58408157231522	3.73758417204114	3.13667507835011	4.78246248565472	0.646841435402567	3.61368583882676
"SLC35E2"	4.42743711942991	3.6491813322775	6.72025985113808	5.27409107177498	4.6885092382441	5.51600276245298	8.8019592198276	3.72982134441171	4.93881893555831	4.02924048239105	4.13107637034517	3.54282534775901
"NADK"	129.114281774628	229.09262711412	145.769131281416	209.570377973673	144.479331103706	137.458172166657	138.468143245314	126.877755769766	155.695521770021	195.427179257909	152.027758159186	150.630102603534
"GNB1"	23.5332805457483	21.6465392787647	48.4082600107465	28.3233748388613	29.4272988586125	32.9221082752794	21.8156286857879	32.187561842052	25.3693744813203	21.1701055479584	29.8416944295189	25.7851502461281
"CFAP74"	1.30374821593689	1.65691083648047	1.76677607739323	0.779813802126945	2.84752744847944	1.63504320395538	1.93386154100006	1.05166253495034	2.05040999074402	0.945167896633507	1.23111631237892	2.72750759706264
"PRKCZ"	2.48971025652199	3.40927962167621	5.4437699529293	4.27288276394717	5.95112700773755	6.11977187873941	5.29278043739506	6.54640775994295	4.59550238525867	4.17245154544076	3.59299207254013	3.3366078493473
"RP5-892K4.1"	0.742912722915418	1.0485937853296	0.796156057087767	0.608920390651379	0.939432854481786	0.79429452052747	1.05912699051933	0.584566983347795	0.383290905621265	0.683150012830952	0.592260677278203	1.32209026491477
"PRKCZ-AS1"	0.742556927905728	0.52375221622163	4.16338464273977	2.69793325508833	1.09769873430931	0.545232599304162	1.45953545423267	2.90596496952799	2.20887844186261	0.398368349363496	0	1.27971863483761
"FAAP20"	5.30124386551571	6.19650397614424	12.0035106492718	4.44294328171856	6.71741569835094	7.05763440770808	9.95705501369336	12.8604078151194	9.91706834256025	7.71397826177651	4.83563778893469	10.2986247674597
"SKI"	0.595373305701032	0.182972301290555	1.032961153536	0.946566228315132	0.0165569582202811	0.174380679366061	0.897528936918812	1.26455151478244	0.558165450896618	1.81964860286257	0.888671182494993	3.27147663301922
"MORN1"	4.07015616642511	2.02272808998696	4.87120158148631	3.82115650953219	5.52782348404476	4.00852521228433	4.84199898548407	2.36185113792188	2.6071023129438	2.76766440059774	3.09668038339269	3.10290970003453
"RER1"	125.341090875449	122.056682782695	111.127440185017	114.9018943325	125.485239145627	102.24672734709	123.987122498041	106.097202923964	116.559136166864	120.67042726617	117.677513804224	103.617163680461
"PEX10"	5.72785385093114	3.51325208196225	12.791683669799	6.94760905659121	5.61661074964842	4.4061768918429	8.61130393362228	6.82566283090274	9.97957558239722	11.5356996876532	5.52632216531703	8.55742567336579
"PLCH2"	1.23535418469491	0.893735863458415	0.928848583234929	2.39269991672989	0.379942347147118	0.565237587898047	0.493021200939975	2.25847008865688	1.27970893603466	1.90762250530929	1.21539428011208	0.285499088518189
"PANK4"	17.4979624226211	22.8153376016214	20.1153738286232	21.1607937397476	23.0442771965478	19.8748989630715	14.4823747126113	20.0889449944501	19.7231717811348	20.5625346361477	17.9638564099585	28.7056279522904
"RP3-395M20.8"	7.446278489788	5.81925007945235	7.58542020038634	8.98822112503765	4.8114729052832	5.00388555010508	4.07886117560553	5.23940025521424	8.99281673447986	4.85901051472098	3.6633142107777	7.34094071279142
"TNFRSF14"	141.190655443963	149.919493139215	131.161503187669	116.101421842721	108.112817271592	131.370310256063	168.651967162593	148.376155068812	156.678649527889	162.218820324568	177.502300523066	117.452745962068
"RP3-395M20.9"	6.06020077375193	1.34409603738881	4.41486103994986	2.48309632000062	4.93788789488026	6.80981888873584	5.36026183337445	3.04603911344752	4.3829795944078	1.71203317327784	3.42013028031646	2.13827544624874
"FAM213B"	15.9869895888384	14.8781478755988	16.4886383262082	9.78470718300551	19.3001909283537	9.80978589407777	10.0007381543237	10.4126119220106	6.93023078652221	12.8277336302407	8.89258819502076	14.7564159594295
"TTC34"	0.48191384977172	0.406906081671311	0.905031347004689	0.583617939286707	0.339023356233482	0.241455128900027	0.184031118637078	0.432933523672604	0.768282859947297	0.244376467097554	0.218542535239013	0.360516389150363
"PRDM16"	4.25257038418917	0.832632904820097	1.88019985170771	3.00418683590057	2.63449557208903	1.27057113813333	1.39964352981181	1.07417149221101	0.765939320165876	1.24609300616006	1.08038986891368	2.41309392920675
"MEGF6"	2.62848124839001	2.3708547453628	9.73126908625086	4.14907675568387	2.62459987313964	3.07391908813794	3.96346166029993	8.97582084007121	2.55749141938922	5.70163894423888	4.25911590482692	5.16469357740562
"TPRG1L"	5.31564225039501	4.65322697439591	6.38410471513538	6.48910038222912	10.713558616449	6.76897149356432	3.33694913378302	8.86489050355519	9.8363965521539	5.7119221929365	5.71132014019659	3.66357281364524
"WRAP73"	40.8523119032261	17.3923209431356	39.4244364913891	40.0373902276388	24.3903082182114	28.9489512095942	38.7035468062638	30.9994348247617	33.2613575736439	43.283741922829	40.2604557250579	29.189308895965
"TP73"	0.433714065461453	0.156520926685327	0.485400816214801	0.768449921880241	0.15700070814749	0.287154756851386	0.266500786712991	0.0200151679227337	0.154150838250768	0.420132124397302	0.0769497565622386	1.20549316556256
"TP73-AS1"	2.87167408191388	4.68860025953169	10.1104053342907	8.00045723749069	5.19789577349804	2.38575272949663	8.39601043847198	6.64644911207737	6.39806997782047	5.22196885930932	3.50899703930012	11.2008813200224
"LRRC47"	8.0022777294748	8.17186306239098	16.9064067255923	21.1819184581503	13.6121110503074	5.14030767015188	9.55783744614791	17.4905518561539	15.5512114364746	8.66061948873142	4.35282294302912	12.203424185485
"CEP104"	17.0386912438892	8.72293517273062	10.9545096403849	20.2746759106814	7.72744317483934	15.1013432032624	12.1877197964399	23.6150073616532	28.5010236892808	15.7275076251546	20.0155686638998	15.6484353363205
"DFFB"	7.57748585569909	9.16660739055033	11.3273517618724	9.13481707264322	9.35026357601656	6.82990255067755	11.244854419394	7.59146679812346	12.5828676677946	7.6873109275382	8.59478023597291	8.88526334888723
"C1orf174"	37.0799489229454	29.449462194052	30.005319776239	33.9206143836218	28.5980419150895	24.6472062008795	32.5610548791339	44.4908015196781	33.0971656153667	40.489284399104	28.8902810206983	32.0711811935485
"AJAP1"	0.0405583052487836	0	0.0154673797474947	0.0157733002260075	0.0156254392187478	0.145089217023976	0.008180242874813	0.135343323962885	0.0657919683781332	0	0.0149529382257742	0.223937733396147
"NPHP4"	2.63051018842217	2.33667531872808	3.51671318648802	1.52380757890623	1.61718483136594	1.7978191963372	3.34440378028152	4.02472627346158	2.38311966378873	2.61694111040537	2.62178624539578	2.1587639007565
"KCNAB2"	125.203969587226	112.68890138749	101.110613972211	180.70851477816	101.542851498228	101.50832681197	126.93567389788	96.5646556611727	121.489458631839	143.923274492886	136.895724166883	114.671451278466
"RPL22"	58.9190641698306	32.5870378233194	66.7522719404176	55.8843677818601	50.5158459192491	71.8058625638445	66.3901962710323	81.9726832062295	79.2855922791897	72.5239777326052	63.1745931791938	43.2883414164566
"RNF207"	3.40597141110354	1.49239613072996	1.60903656456558	1.43738194136526	0.838767132694513	3.28749623804365	6.32152145617697	2.92348765254034	2.24488950956217	1.54563443747082	6.34704316270972	1.14399186489501
"ICMT"	15.4538320139368	10.7698700696853	17.4329491364896	11.4175130064089	15.954855988788	12.3522573446781	23.2790353179337	14.2446829801679	14.1113805197936	19.4511232414796	16.9178275736974	10.1038762422054
"GPR153"	0.312888945912208	0.255631582629934	0.274886368584356	0.070088629853357	0.0231370546905342	0.26388036216214	0	0.462746717267373	0.628190159270251	0.670808836559797	0.13277844363625	0
"ACOT7"	7.61643959739344	11.9895355846705	6.33330244742214	3.93777501756902	7.40868880796297	5.91956361936082	6.97704689318422	6.22053768912514	4.64718709733746	12.5476044302509	11.1888175626178	6.67396007952356
"TNFRSF25"	80.6027423602827	77.6823214416299	133.042936075101	122.469705469295	141.6619991788	94.068020043557	75.1256728963004	96.7555709372704	78.6321274059154	87.4012790976926	48.1345937635585	62.9455724862462
"PLEKHG5"	0.304671700157795	0	1.2002224225849	0.0204333839058621	1.31811805801063	1.24303969231595	0.35695355494196	0.332983226908446	0.517901213764424	0.0754189728820512	0.210060939279809	0.148541210583426
"NOL9"	8.45977038198912	17.3730793609186	17.7825671666274	16.4010505558852	11.6255421224233	11.2318410536337	12.9647012557657	11.9637822619837	13.5357334488307	6.98295832926462	8.52357523146751	21.6580066426715
"ZBTB48"	27.3748114311807	22.4736613812249	22.626426570399	30.9066679622796	28.3226444574191	19.3881860031878	32.4876074630917	23.7449062091228	29.8247175823976	29.5490262533036	21.5307131164128	24.6424736113022
"KLHL21"	19.2505906333693	15.7098275185412	18.9027181760389	19.7218340807328	16.8063966474404	13.4171425412552	25.2542514501858	18.9079470256103	17.3635823041263	23.0866785267082	21.1636332293783	15.2027527692758
"PHF13"	2.3371868059066	1.37465751701616	1.96860797287479	1.48632466883915	3.74466586357084	1.69897929965265	3.47232482675074	3.63884182393383	3.98910374872132	2.53953499345771	1.72896456738761	2.58334932152512
"THAP3"	27.0032991102146	9.7484982058731	13.2379012506164	7.1034282011745	20.0581281404976	14.3963918360197	18.0756663813996	17.3156534315501	21.5449641698288	16.3196052526755	6.91376074939803	15.63311513999
"DNAJC11"	37.8054059848474	23.0667828600256	29.4042442429699	29.3425634586665	27.3233688074487	34.1660620605874	28.753961540089	27.0581717058091	30.4389685071993	25.2864994061558	25.2856942802157	30.9758156990205
"CAMTA1"	27.64098542634	22.3408322406326	31.2041080480564	24.4584238740893	29.8691738652677	34.772858067704	31.3952610783257	33.2610872662258	38.8874338618532	11.2287003186388	30.8947949691282	64.3667952563851
"VAMP3"	57.4400841286542	75.7001407670178	63.786672822162	87.6784947773017	67.68560987255	89.4655471686309	69.9304401722992	52.7466525336748	71.402932119507	66.1446086319569	101.246397018475	60.4974972472193
"PER3"	4.75764722918228	3.85370384983696	4.63095593341039	5.43792360584202	1.58370570580168	3.79840042474491	4.50653255932189	2.46151943836529	2.19681470299252	3.94151522040494	3.82452517683951	4.23961505345332
"UTS2"	72.6613904495119	1.6905490214663	80.8371873491822	2.28535402768504	15.0988171502784	27.4828315704483	2.03739888724817	47.0692716721489	57.8836422077935	1.88942047532671	2.30520700091587	22.3361091977022
"TNFRSF9"	1.04166175068326	5.66620964422409	0.867647073205011	7.49235667756554	1.94369926807032	1.7368859445918	2.62752710347116	1.19658475583547	1.52492764888753	2.17880349175893	2.01939140690861	3.98838798464049
"PARK7"	197.97629187892	135.603578076924	160.806939756976	141.691573000584	185.81246350205	159.810496896393	194.507945458302	178.048603197098	171.206272012415	140.581693912144	164.578536442368	166.312209519863
"ERRFI1"	3.42657564066913	3.53422331841903	2.94646877526067	0.250456015743744	1.20937095808186	3.75243610203417	1.34704362322166	1.32473407675694	1.04690209192008	1.36335255796687	3.95716368952706	1.62172121522632
"SLC45A1"	0.640429323264809	0.164820724408229	0.871307588786287	0.771934900428793	0.767007462240827	0.719447731482847	0.25663318322502	0.89527225950215	1.0711610967367	0.815815445386487	0.902679294078742	0.238499062367881
"RERE"	12.0410837455765	10.9872004701953	13.8878232971066	9.49960068923627	6.70666541955831	13.7066083525714	22.3783223266592	14.575733945745	10.4824911121876	14.9920741872376	5.75508107535519	8.44071111193023
"RP5-1115A15.1"	1.73173776045339	1.47578087386085	9.74767830172306	3.77054399571224	4.78061072330463	3.1087442999509	8.11732838237907	9.2045910054492	4.95661844031906	9.52172618695176	1.47058231083176	9.22902913836903
"RP4-633I8.4"	18.2618694074934	7.10263767419607	5.75600004616973	7.18001326304053	8.06434396570633	4.46433692239412	17.4999099440336	14.8506601029741	8.98477112369653	2.49897456290223	2.4566532936316	18.799680273188
"ENO1"	584.585237360135	822.61507224948	753.10884117031	805.472717525355	733.37490782734	724.789336982671	617.328686338086	631.006046207439	693.534780244846	709.046118501817	825.889499308239	550.086540352928
"RP3-477M7.5"	2.72092112428247	7.79411032991237	12.9174095982932	2.04877051913944	18.83593162777	3.36735320451395	3.66315839096864	6.8476681891056	7.97923584614645	8.31665961143034	2.05919002931741	10.1988837423722
"CA6"	3.7211090067142	7.23258682088312	2.6958093952416	2.31847883313241	4.02597834065911	7.5080567618175	4.50516365746548	7.0718257827568	2.56801839564916	4.80047677437955	1.06033678575774	5.857972656208
"SLC2A5"	1.66504820293443	0.2495526784175	3.08750528668966	1.85073014053992	3.78003097336693	0.680559339583454	3.18934618916562	0.735485867381627	0.861123615270948	2.03133034606552	1.89770309431477	2.8992295712121
"GPR157"	2.17948448959287	1.70932857736926	1.411353462252	1.72340955127484	0.661932448675542	0.748798154000102	1.5945339507356	1.04001093717978	0.890859321761009	0.962644607828066	0.638632319952511	1.27607218881144
"H6PD"	6.76207790801555	6.58435077091913	6.64441591405026	5.87808496897676	5.75763709853695	5.38792655127325	4.93502762444797	4.16671911082267	6.3332628794665	4.59778068451152	5.14973519788783	2.80128079880605
"SPSB1"	0.625342622056881	0.0309658345850257	0.33575683317212	1.12081708255643	0.770946309729217	0.540826705461892	0.782115395896492	2.72701290254283	1.96362418605088	2.47899518361754	0.265413194613963	0
"SLC25A33"	1.45527240260076	1.96147868255645	2.46211673454587	1.99668064931831	0.903916929094724	2.96656412810415	1.73891122418521	1.61677150080744	1.69746315854877	1.62147887658832	2.71114083645169	2.25235585926503
"TMEM201"	1.15978154893587	0.751182890664472	1.96188279818613	4.49009073399428	1.52604236023633	1.37412948954307	0.523930173410682	2.35931884290574	1.54668930526798	0.82519960747398	2.8908608321233	0.926878965235413
"PIK3CD"	88.5355747496779	93.8837803830931	69.1029454478134	85.2309572215351	94.3955545716486	80.2978280578267	111.619242363729	96.6988376977485	87.9971634539791	108.836949269498	88.6589301580251	98.6404348610118
"PIK3CD-AS1"	2.61793519767098	1.01023416699426	1.16175831268909	1.97566572662327	2.79702164322475	0.0489757008368938	1.7481393967783	1.21963610020736	2.51119031129259	1.20051740700581	1.06934009538561	1.58970237781876
"PIK3CD-AS2"	2.01065392575236	1.42610414550185	2.10739579474483	1.89907341634077	3.51834317647882	1.09527331948017	2.85871773394958	0.711094702834622	1.99306249763759	1.59119192019747	0.359740588399068	1.29731204162178
"CLSTN1"	15.5938191294213	15.155728109482	22.2062026524767	25.2853440563032	16.5117610360515	11.8963163993673	18.3025092271286	20.2395095846602	19.0326864609667	13.9252106607658	14.7757928485785	21.0761130652278
"CTNNBIP1"	2.05454456720775	4.52522760124384	10.1664603506779	5.17021735473833	2.774824950332	2.74240632999778	10.3232141781248	2.33945461007384	5.50028258838252	4.04878959797985	2.6767180352698	4.33580532144801
"LZIC"	24.6489182516737	18.08311744869	20.8470764052209	18.2346047832304	18.3198097192286	24.9542128489937	23.3712009294705	15.8878463424566	21.4947834388677	18.952247812721	13.5867273408173	11.6256182242164
"NMNAT1"	11.7175066949549	10.3640995195689	12.2719695679462	14.8283756377716	18.7078479178919	10.3485189573924	15.8680811920086	11.7497132786247	15.3823918337049	13.846230653847	11.9793235781218	9.89886717062018
